dataset,method,reduction,class,mac0,mac1,mac2,mac3,mac4,mac5,mac6,mac7,mac8,mac9,macro_avg_ic
subj,adaptive-perplexity,0.35863333333333336,roberta,0.9609996490,0.9519675301,0.9689984809,0.9659912938,0.9579998320,0.9649744664,0.9559992960,0.9429378593,0.9609756098,0.9649957645,
subj,autoencoder-is,0.24988888888888888,modernbert,0.9669991750,0.9699995200,0.9639998560,0.9709950982,0.9619961996,0.9689997210,0.9649999650,0.9659933347,0.9729997570,0.9589743590,
subj,autoencoder-is,0.24988888888888888,roberta,0.9649996850,0.9569978929,0.9709934735,0.9659994560,0.9709992750,0.9639994240,0.9559913743,0.9368225345,0.9689910384,0.9589907729,
subj,biois,0.2891,modernbert,0.9689997210,0.9629916731,0.9589881476,0.9799999200,0.9619993920,0.9719959674,0.9689947601,0.9599974398,0.9679994880,0.9629955225,
subj,biois,0.2891,roberta,0.9529894226,0.9439495546,0.9599870358,0.9719989920,0.9649971648,0.9659987760,0.9609968407,0.9479166667,0.9599897574,0.9559992960,
subj,entropy-sublinear-ae-is,0.26332222222222224,modernbert,0.9599806306,0.9649940840,0.9559857394,0.9719995520,0.9699995200,0.9689910384,0.9659998640,0.9699998800,0.9659998640,0.9629996670,
subj,entropy-sublinear-ae-is,0.26332222222222224,roberta,0.9639987040,0.9559823930,0.9709964906,0.9699956794,0.9649898821,0.9609952804,0.9619961996,0.9629981869,0.9679998720,0.9559887331,
subj,gmm-is,0.3,roberta,0.9609999610,0.9589999590,0.9699902768,0.9609793581,0.9499487475,0.9619993920,0.9589996310,0.9619998480,0.9709992750,0.9609912230,
subj,no-is,0.0,modernbert,0.9719989920,0.9729967326,0.9679988480,0.9709997390,0.9679998720,0.9709999710,0.9499757883,0.9649982849,0.9669944221,0.9669991750,
subj,no-is,0.0,roberta,0.9589851937,0.9338600479,0.9629688568,0.9629916731,0.9609793581,0.9659978239,0.9509328270,0.9579831933,0.9619993920,0.9569875694,
subj,sublinear-ae-is,0.24993333333333334,modernbert,0.9709950982,0.9609999610,0.9689910384,0.9799992800,0.9589989750,0.9689992250,0.9559992960,0.9639963996,0.9729997570,0.9579973118,
subj,sublinear-ae-is,0.24993333333333334,roberta,0.9619986320,0.9639998560,0.9629999630,0.9699989200,0.9398614408,0.9609996490,0.9569686301,0.9640000000,0.9599921585,0.9609934079,
trec,adaptive-cluster-is,0.39699061330209034,roberta,0.9379160206,0.9086112891,0.9578365837,0.9486356161,0.9205340731,0.9141449289,0.9266152131,0.9219949291,0.9650964142,0.9632578205,
trec,adaptive-perplexity,0.30941973140194867,roberta,0.9406960199,0.9649828235,0.9530315939,0.9417150756,0.9406266781,0.9363405539,0.9511273175,0.9392865652,0.9584233525,0.9589520360,
trec,autoencoder-is,0.2497759870559456,modernbert,0.9322126692,0.9547723940,0.9462552172,0.9440911828,0.9474691856,0.9268708372,0.9674936557,0.9443905571,0.9467199384,0.9773411018,
trec,autoencoder-is,0.2497759870559456,roberta,0.9253799287,0.9505476500,0.9590950136,0.9512023102,0.9523364638,0.9285969744,0.9490574386,0.9535269726,0.9359107493,0.9426741913,
trec,biois,0.3634633124695125,modernbert,0.9219969156,0.9585206349,0.9460799657,0.9617296980,0.9189412422,0.9149315730,0.9468307186,0.9127826037,0.9418811175,0.9664857718,
trec,biois,0.3634633124695125,roberta,0.9454606964,0.9490607337,0.9385291635,0.9629987758,0.9317602277,0.9360394426,0.9543075578,0.8926356198,0.9239824228,0.9483336586,
trec,entropy-sublinear-ae-is,0.23934044962632908,modernbert,0.9473269316,0.9341940044,0.9598904571,0.9618074879,0.9587839096,0.9070487808,0.9709780685,0.9593590886,0.9438786229,0.9755542657,
trec,entropy-sublinear-ae-is,0.23934044962632908,roberta,0.9582905670,0.9453165164,0.9586968669,0.9518534477,0.9491313807,0.9274390355,0.9712678900,0.9438807355,0.9631476649,0.9636102080,
trec,gmm-is,0.2998058559131903,roberta,0.9445577447,0.9545455703,0.9541914214,0.9578845870,0.9420590237,0.9286830146,0.9416770334,0.9395227304,0.9669640100,0.9508217981,
trec,no-is,0.0,modernbert,0.9468287893,0.9383199599,0.9407360495,0.9672119176,0.9597022710,0.9176984092,0.9408594278,0.9525968077,0.9473895316,0.9753783811,
trec,no-is,0.0,roberta,0.9420596556,0.9497835219,0.9597825032,0.9674702272,0.9500074797,0.9145096580,0.9366327702,0.9279918256,0.9698239874,0.9727104249,
trec,sublinear-ae-is,0.24996265521524189,modernbert,0.9319984367,0.9593177561,0.9627761236,0.9577648798,0.9466329988,0.9174505176,0.9209159960,0.9444708633,0.9389847818,0.9748803502,
trec,sublinear-ae-is,0.24996265521524189,roberta,0.9421629301,0.9439873948,0.9519506828,0.9452955123,0.9521715216,0.9298977650,0.9563668136,0.9296500499,0.9541264311,0.9742768147,
twitter,adaptive-cluster-is,0.4142565103183665,roberta,0.7273264220,0.8017154025,0.7332488763,0.7478239497,0.7840622235,0.7135739477,0.7021685493,0.7377499037,0.7996048032,0.7670233803,
twitter,adaptive-perplexity,0.33534999023916834,roberta,0.7604907978,0.7796908562,0.7341436276,0.7591558973,0.7846047997,0.7038855659,0.7652028066,0.7647156852,0.7952738311,0.7516983373,
twitter,autoencoder-is,0.24978959368766943,modernbert,0.7417614680,0.7764723353,0.7413083046,0.7274186061,0.7662879905,0.7298279292,0.6858448778,0.7702311656,0.7778392082,0.7821908614,
twitter,autoencoder-is,0.24978959368766943,roberta,0.7779690958,0.7729377135,0.7737548008,0.7865915762,0.7892662992,0.7311187220,0.7389461494,0.7671066014,0.7896352794,0.7974674355,
twitter,biois,0.30336812738230734,modernbert,0.7599803437,0.7645119929,0.7833505490,0.7428595122,0.7696837270,0.7086436454,0.7402473014,0.7463989872,0.7466976553,0.7798492752,
twitter,biois,0.30336812738230734,roberta,0.7518711459,0.8179529721,0.7664819372,0.7669378093,0.7993524942,0.7131737202,0.7334464228,0.7682024953,0.7820447760,0.7584969792,
twitter,entropy-sublinear-ae-is,0.29935083535421125,modernbert,0.7639340145,0.7782372805,0.7423206322,0.7535815393,0.7638806609,0.7608953247,0.6788693513,0.7430126179,0.7777122900,0.7170185602,
twitter,entropy-sublinear-ae-is,0.29935083535421125,roberta,0.7498541169,0.8018062706,0.7444403775,0.7114478021,0.8169883278,0.7521213098,0.7420626130,0.7790616135,0.7736693683,0.7775017454,
twitter,gmm-is,0.29985866588116056,roberta,0.7859369606,0.7920467351,0.7661576552,0.7474362976,0.8317076929,0.7248642936,0.7228141875,0.7423130285,0.7660123998,0.7669144856,
twitter,no-is,0.0,modernbert,0.7749423420,0.7475127976,0.7183276713,0.7638766387,0.7483285772,0.7004190606,0.7209572631,0.7326566257,0.7660838586,0.7781831606,
twitter,no-is,0.0,roberta,0.7932520057,0.7802954750,0.7441325786,0.7763087284,0.8245233005,0.7008080950,0.7175889530,0.7426836635,0.7629598546,0.7458053049,
twitter,sublinear-ae-is,0.24986899405640747,modernbert,0.7971838026,0.7750017577,0.7581014229,0.7538003526,0.7791146110,0.7257355762,0.7452978228,0.7198038389,0.7692424886,0.7535475647,
twitter,sublinear-ae-is,0.24986899405640747,roberta,0.7548878780,0.8039964558,0.7772276206,0.7739921466,0.7788775872,0.7528479765,0.7676628046,0.7395247321,0.7931695589,0.7463457177,
vader_movie,adaptive-cluster-is,0.4217244898181104,roberta,0.8757408810,0.9044650848,0.9042954410,0.9042322532,0.8930840917,0.9006618960,0.8948855153,0.8693139629,0.8985628116,0.8833946339,
vader_movie,adaptive-perplexity,0.36686231916090994,roberta,0.9006708673,0.8882755757,0.9109350573,0.9034962406,0.8968764797,0.8967581968,0.8958150214,0.8768899650,0.9004824197,0.8637415666,
vader_movie,autoencoder-is,0.24991589018367127,modernbert,0.9101943808,0.9196217494,0.9148496241,0.9214733448,0.9148526727,0.9204853200,0.9185185185,0.9052812859,0.9052863831,0.9204534041,
vader_movie,autoencoder-is,0.24991589018367127,roberta,0.9139756700,0.9063360980,0.9071943091,0.8967148819,0.8948894712,0.9025512592,0.8929915606,0.8938845823,0.8977214027,0.8977214027,
vader_movie,biois,0.3312831184672829,modernbert,0.9177428479,0.9119786947,0.9110594310,0.9252590999,0.9129124934,0.9091084980,0.9232111003,0.9032703029,0.9024473370,0.9213929857,
vader_movie,biois,0.3312831184672829,roberta,0.8969082855,0.8969642875,0.9035003867,0.9091534164,0.8835991674,0.9053308494,0.9033744313,0.8985628116,0.8919695034,0.8854140978,
vader_movie,entropy-sublinear-ae-is,0.27642141763870653,modernbert,0.9158518789,0.9224927814,0.9139023528,0.9251999151,0.9252577619,0.9071829996,0.9223440280,0.9034035470,0.9128709746,0.9166663677,
vader_movie,entropy-sublinear-ae-is,0.27642141763870653,roberta,0.9072527551,0.9063903414,0.8977668400,0.9110339467,0.9025418381,0.8959161385,0.8976828642,0.8910554008,0.9043539163,0.9128084176,
vader_movie,gmm-is,0.299899064683082,roberta,0.9044917258,0.8998052354,0.9072807018,0.9016040100,0.9016082374,0.8959109204,0.8815513542,0.8929915606,0.8986537939,0.8890205311,
vader_movie,no-is,0.0,modernbert,0.9138592964,0.9206037801,0.9185027793,0.9176417485,0.9214733448,0.9186375809,0.9279796689,0.9089328063,0.9088158363,0.9175514563,
vader_movie,no-is,0.0,roberta,0.8884672148,0.9053328561,0.8968746336,0.9214283347,0.9025320660,0.9081979748,0.9024074235,0.8976975490,0.8907574742,0.9053016716,
vader_movie,sublinear-ae-is,0.24997897061113888,modernbert,0.9234371022,0.9149338374,0.9280952381,0.9214620971,0.9176842122,0.9082147400,0.9280093863,0.9185594375,0.9090905830,0.9251812756,
vader_movie,sublinear-ae-is,0.24997897061113888,roberta,0.8851999616,0.9035241109,0.9157982265,0.9081120805,0.8882111052,0.9016061237,0.9062431898,0.9062256973,0.9138250621,0.8871404772,
webkb,adaptive-cluster-is,0.4251458711508005,roberta,0.8068489113,0.7958751694,0.7569129016,0.7638270443,0.7576355929,0.7901218852,0.8284707937,0.7615054704,0.8457251233,0.7685772292,
webkb,adaptive-perplexity,0.4052255877437614,roberta,0.7846309475,0.7155699585,0.7248699331,0.7682769185,0.7680263472,0.7814639237,0.8190895973,0.7933996558,0.8315599443,0.7531932344,
webkb,autoencoder-is,0.24985430986672624,modernbert,0.8305730256,0.7402568596,0.7547184219,0.7110012246,0.7643967275,0.7525771615,0.8468136252,0.8009818494,0.8115615775,0.7679431805,
webkb,autoencoder-is,0.24985430986672624,roberta,0.7942611465,0.7559011534,0.7990820052,0.7416001933,0.7808236608,0.7830635035,0.8244703766,0.8122732247,0.8311572434,0.8278035728,
webkb,biois,0.3849385269690523,modernbert,0.8109192886,0.7187762298,0.7987566297,0.7300139583,0.7300075400,0.7492963687,0.8132334317,0.7766761496,0.8344593616,0.8289344709,
webkb,biois,0.3849385269690523,roberta,0.7858889224,0.7312444493,0.8199483602,0.7605177668,0.7523925487,0.7621471982,0.7974322000,0.8447281473,0.8312212521,0.8174530830,
webkb,entropy-sublinear-ae-is,0.29645883906215664,modernbert,0.8196832901,0.7512166190,0.7790048970,0.7658604594,0.7221393168,0.7916684309,0.7633461144,0.8030986782,0.8412671179,0.7826386916,
webkb,entropy-sublinear-ae-is,0.29645883906215664,roberta,0.8201862173,0.7801674484,0.7995852469,0.7512451991,0.7533429319,0.7974126466,0.8339882307,0.7920161485,0.8364902543,0.7848219585,
webkb,gmm-is,0.2998604117436791,roberta,0.8228169948,0.8173066090,0.7785515175,0.7439674612,0.7917282138,0.8221308029,0.8153944113,0.7904697460,0.8648039099,0.8013587523,
webkb,no-is,0.0,modernbert,0.8421968350,0.8015161199,0.8186575380,0.7830051078,0.7884911178,0.8202237581,0.8466149559,0.8401588807,0.8387629845,0.8066909084,
webkb,no-is,0.0,roberta,0.8295684133,0.7801884157,0.8110651332,0.7773460847,0.7754312922,0.8219544946,0.8567244317,0.8389314590,0.8387731559,0.8390744696,
webkb,sublinear-ae-is,0.24993562537270864,modernbert,0.7950198019,0.7758081681,0.7881720050,0.7567037145,0.7692923065,0.8160225432,0.8033563188,0.8060960923,0.8143191786,0.8161356813,
webkb,sublinear-ae-is,0.24993562537270864,roberta,0.8260248949,0.8141714856,0.7973634426,0.7648834975,0.7958284468,0.8063525508,0.8462593822,0.8178941053,0.8603744204,0.7707549054,
wos11967,adaptive-cluster-is,0.39889316691446053,roberta,0.8559835687,0.8683766969,0.8656448644,0.8688893971,0.8628181272,0.8585377968,0.8449761803,0.8330163833,0.8608254105,0.8444291548,
wos11967,adaptive-perplexity,0.37827155640851706,roberta,0.8661885709,0.8668771549,0.8640130344,0.8652375565,0.8548841934,0.8612000550,0.8546421585,0.8382155444,0.8575836276,0.8365647036,
wos11967,autoencoder-is,0.24994661289595407,modernbert,0.8748380236,0.8584844247,0.8661981692,0.8753302976,0.8878020609,0.8624110561,0.8631083169,0.8494958930,0.8598897872,0.8593811771,
wos11967,autoencoder-is,0.24994661289595407,roberta,0.8685677091,0.8689801206,0.8633563088,0.8649924874,0.8553321106,0.8467813969,0.8654402071,0.8496420589,0.8640185110,0.8367263092,
wos11967,biois,0.3679191787639132,modernbert,0.8470682772,0.8674667437,0.8731469412,0.8887196672,0.8832141746,0.8658974261,0.8572823621,0.8592017444,0.8762158453,0.8501035451,
wos11967,biois,0.3679191787639132,roberta,0.8671801068,0.8640299563,0.8634689635,0.8634221156,0.8630570264,0.8549100009,0.8591868037,0.8452890239,0.8661317267,0.8461732590,
wos11967,entropy-sublinear-ae-is,0.1849622249020225,modernbert,0.8776750371,0.8803311067,0.8770816815,0.8777780121,0.8773217471,0.8626636249,0.8672787295,0.8494658617,0.8672713845,0.8542241150,
wos11967,entropy-sublinear-ae-is,0.1849622249020225,roberta,0.8694120196,0.8737717139,0.8665107552,0.8658092380,0.8589848622,0.8570131323,0.8528563390,0.8485323319,0.8633951610,0.8439407143,
wos11967,gmm-is,0.2998987963053238,roberta,0.8649419286,0.8639638681,0.8668456313,0.8657283856,0.8594746562,0.8654285648,0.8523418897,0.8413177116,0.8545128856,0.8503796874,
wos11967,no-is,0.0,modernbert,0.8729214222,0.8790343785,0.8691249860,0.8803103064,0.8792680851,0.8657070926,0.8771229127,0.8577828402,0.8668653886,0.8598719775,
wos11967,no-is,0.0,roberta,0.8544084663,0.8652754431,0.8690933192,0.8641007132,0.8625536878,0.8636954009,0.8655426938,0.8478223603,0.8674430695,0.8588802359,
wos11967,sublinear-ae-is,0.2500023206162357,modernbert,0.8796691086,0.8804187036,0.8684168495,0.8732246152,0.8764704757,0.8582173499,0.8690419736,0.8422713717,0.8622714421,0.8529217863,
wos11967,sublinear-ae-is,0.2500023206162357,roberta,0.8576599095,0.8576169719,0.8728061561,0.8651874481,0.8696382195,0.8553158981,0.8571146479,0.8439283144,0.8674910220,0.8558598874,
wos5736,adaptive-cluster-is,0.4093641701304614,roberta,0.8678507192,0.8975245884,0.8948062632,0.8757076227,0.8845556561,0.8935496768,0.8945233057,0.8791686942,0.8978583855,0.9224424761,
wos5736,adaptive-perplexity,0.4082014922589825,roberta,0.8837328315,0.9035574833,0.8839025807,0.8934035806,0.9025187718,0.8804333950,0.8828997823,0.9011935074,0.8881339541,0.8907260950,
wos5736,autoencoder-is,0.24988377723861924,modernbert,0.8961585972,0.9103012610,0.8951988536,0.8902770178,0.9200045492,0.8722208262,0.9132019763,0.9066013562,0.8851375198,0.8999856266,
wos5736,autoencoder-is,0.24988377723861924,roberta,0.8692331557,0.9095262725,0.8558909839,0.8992603300,0.8981727451,0.8846508120,0.9048936478,0.9036312487,0.8957233346,0.9149774232,
wos5736,biois,0.3553192203068011,modernbert,0.8589120667,0.9076342311,0.8939998847,0.8876435368,0.9006602872,0.8934159452,0.9116041719,0.8857955354,0.8768983251,0.9013746529,
wos5736,biois,0.3553192203068011,roberta,0.8530121037,0.8997745444,0.8772661806,0.8944811147,0.8923685347,0.8807927213,0.8927104516,0.8951092735,0.8628884015,0.8998427954,
wos5736,entropy-sublinear-ae-is,0.2377768024696333,modernbert,0.8867596664,0.9119335610,0.9001566225,0.9051397040,0.9138890561,0.8992831901,0.8976255169,0.8908278972,0.9120962061,0.8930985040,
wos5736,entropy-sublinear-ae-is,0.2377768024696333,roberta,0.8801212276,0.8995929882,0.9027452991,0.8855729120,0.8961497637,0.8920703183,0.9089930740,0.8990039672,0.9064195925,0.9128360449,
wos5736,gmm-is,0.2998605326863431,roberta,0.8827275206,0.9051292946,0.8893250072,0.8858190505,0.8970116621,0.8784631314,0.8985543529,0.8952516015,0.8838206156,0.9089712819,
wos5736,no-is,0.0,modernbert,0.8857204971,0.9266090280,0.9115420566,0.9093811671,0.9183265465,0.8967981772,0.8950911069,0.8946756047,0.8996165073,0.9038236361,
wos5736,no-is,0.0,roberta,0.8916694578,0.9129649388,0.8858290632,0.8959322434,0.9078773576,0.9004530057,0.9091227003,0.8999538630,0.9039672403,0.9134661972,
wos5736,sublinear-ae-is,0.24978692681354223,modernbert,0.8746309178,0.9059571859,0.9119797884,0.8932414507,0.9253902893,0.8845027615,0.8808539562,0.8665133786,0.9227263397,0.9022496670,
wos5736,sublinear-ae-is,0.24978692681354223,roberta,0.8546247395,0.9134177270,0.8666071352,0.8936557380,0.8900098645,0.8675210989,0.8963048316,0.9104181588,0.8877336009,0.9163283531,
yelp_reviews,adaptive-cluster-is,0.44566666666666666,roberta,0.9739998960,0.9639532835,0.9699998800,0.9819993520,0.9679953913,0.9800000000,0.9679748923,0.9739998960,0.9699989200,0.9819981998,
yelp_reviews,adaptive-perplexity,0.3940444444444444,roberta,0.9720000000,0.9759996160,0.9739949030,0.9739998960,0.9659889804,0.9799987199,0.9759996160,0.9759996160,0.9839997440,0.9779992080,
yelp_reviews,autoencoder-is,0.24977777777777777,modernbert,0.9679994880,0.9719982079,0.9799987199,0.9819999280,0.9739973997,0.9919998720,0.9800000000,0.9799971196,0.9839976957,0.9659889804,
yelp_reviews,autoencoder-is,0.24977777777777777,roberta,0.9719995520,0.9739973997,0.9840000000,0.9719959674,0.9819999280,0.9859994960,0.9799996800,0.9739973997,0.9819993520,0.9799996800,
yelp_reviews,biois,0.2713333333333333,modernbert,0.9759996160,0.9719887955,0.9720000000,0.9739990640,0.9779992080,0.9919994880,0.9779999120,0.9799996800,0.9859985999,0.9739973997,
yelp_reviews,biois,0.2713333333333333,roberta,0.9599974398,0.9799948787,0.9859994960,0.9739973997,0.9719959674,0.9799948787,0.9759996160,0.9699989200,0.9779992080,0.9759938544,
yelp_reviews,entropy-sublinear-ae-is,0.3209777777777778,modernbert,0.9659835360,0.9799948787,0.9839997440,0.9779999120,0.9759965435,0.9859994960,0.9799996800,0.9759996160,0.9739949030,0.9719982079,
yelp_reviews,entropy-sublinear-ae-is,0.3209777777777778,roberta,0.9699969997,0.9680000000,0.9819999280,0.9759984639,0.9759965435,0.9819981998,0.9719995520,0.9679918059,0.9799971196,0.9739990640,
yelp_reviews,gmm-is,0.3,roberta,0.9739990640,0.9819941661,0.9799971196,0.9739973997,0.9779992080,0.9759996160,0.9759965435,0.9779992080,0.9799987199,0.9799987199,
yelp_reviews,no-is,0.0,modernbert,0.9699998800,0.9739973997,0.9899999600,0.9800000000,0.9739998960,0.9919994880,0.9759984639,0.9799996800,0.9799971196,0.9699941188,
yelp_reviews,no-is,0.0,roberta,0.9759996160,0.9719928302,0.9739998960,0.9819993520,0.9619742946,0.9879992320,0.9739998960,0.9759996160,0.9699989200,0.9779977998,
yelp_reviews,sublinear-ae-is,0.24988888888888888,modernbert,0.9760000000,0.9779992080,0.9759996160,0.9840000000,0.9759965435,0.9879982718,0.9739998960,0.9779999120,0.9799987199,0.9739990640,
yelp_reviews,sublinear-ae-is,0.24988888888888888,roberta,0.9779992080,0.9799948787,0.9719928302,0.9799971196,0.9840000000,0.9679815574,0.9779992080,0.9779992080,0.9819999280,0.9800000000,
